"","X","res_1.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logpadj","significant","change","SYMBOL","annotation","seqnames","start","end","width"
"4307",4307,"peak8049",2.59790655540386,396.19277860765,-0.506164513272419,0.414595409311781,-1.22086376719086,0.222137605082042,0.690840267681245,0.160622356220267,"Not Sig","Unchanged","Il31ra","Promoter (2-3kb)","chr13",112578089,112578398,310
"4308",4308,"peak8050",1.87408266205793,74.8311917970377,-0.734399537793073,0.629013425832884,-1.16754191187675,0.24299159290075,0.71805127533174,0.14384454211073,"Not Sig","Unchanged","Il31ra","Promoter (1-2kb)","chr13",112578581,112578820,240
"4309",4309,"peak8051",2.52139577914417,332.197055862734,-1.3732629584717,0.330070186874536,-4.16051801429037,3.17526568864582e-05,0.000781207300915954,3.10723370658657,"Sig","Down","Il31ra","Promoter (<=1kb)","chr13",112593816,112595262,1447
"4313",4313,"peak8060",2.52609508674226,335.811130468475,-0.0350332781867695,0.314294939872285,-0.111466249507566,0.911246627772898,0.994151810030954,0.0025472924390967,"Not Sig","Unchanged","Ccno","Promoter (<=1kb)","chr13",112987323,112988480,1158
"4315",4315,"peak8063",2.3346029691502,216.074227573485,0.143470531866586,0.361975853508891,0.3963538740936,0.691843988720944,0.972218566784405,0.0122360893147392,"Not Sig","Unchanged","Cdc20b","Promoter (2-3kb)","chr13",113031776,113032545,770
"4316",4316,"peak8064",2.25353904901973,179.282974505794,0.122474574903274,0.378849685515937,0.323280128203041,0.746483102100809,0.983578020285395,0.00719118486970011,"Not Sig","Unchanged","Cdc20b","Promoter (<=1kb)","chr13",113034828,113035550,723
"4317",4317,"peak8065",1.98490530069314,96.5840251457256,-1.56974304045491,0.490272014081723,-3.20177981889305,0.00136581351109615,0.0185151391695091,1.73247301921688,"Sig","Down","Gpx8","Promoter (<=1kb)","chr13",113045812,113046665,854
"4321",4321,"peak8073",2.72207775954735,527.32426931316,-0.380720910849386,0.284931355762447,-1.33618467448279,0.181488919016064,0.621892967350018,0.206284354359253,"Not Sig","Unchanged","Fst","Promoter (<=1kb)","chr13",114458364,114459802,1439
"4323",4323,"peak8076",1.8789756968447,75.6790543774274,-0.690826476099437,0.536346628554544,-1.28802240812293,0.197738163010536,0.651396931069462,0.186154291860703,"Not Sig","Unchanged","Itga2","Promoter (<=1kb)","chr13",114931390,114932348,959
"4324",4324,"peak8077",2.84070440578443,692.953999612876,0.367264805635978,0.293498244234406,1.25133561392843,0.210812057203645,0.673800861459188,0.171468438105963,"Not Sig","Unchanged","Pelo","Promoter (<=1kb)","chr13",115089446,115090850,1405
"4325",4325,"peak8078",2.38614758229105,243.303066299462,-0.991636410088039,0.347603670759098,-2.85277887866517,0.00433387664777373,0.0469951045246968,1.32794738012052,"Not Sig","Unchanged","Pelo","Promoter (<=1kb)","chr13",115101213,115102274,1062
"4326",4326,"peak8080",1.76775735614429,58.5810775824975,-1.46806326749884,0.638056103256878,-2.3008372774828,0.0214008305117411,0.157875879193116,0.801684217892475,"Not Sig","Unchanged","Isl1","Promoter (<=1kb)","chr13",116309555,116310235,681
"4328",4328,"peak8089",2.92510517815671,841.598936790457,0.168519889957192,0.271938981478983,0.619697437420227,0.535457003116486,0.930924457087333,0.0310855598363084,"Not Sig","Unchanged","Emb","Promoter (<=1kb)","chr13",117220354,117221581,1228
"4329",4329,"peak8094",3.1498502629441,1412.05061060916,-0.143696027600163,0.288157456747596,-0.498671903972382,0.618010540862829,0.957831823254277,0.0187107379405866,"Not Sig","Unchanged","Hcn1","Promoter (<=1kb)","chr13",117602373,117604238,1866
"4331",4331,"peak8099",2.49620178005388,313.474183643407,-0.866544327097626,0.350813890227976,-2.47009696946293,0.0135076431206851,0.113194905771124,0.946173117717299,"Not Sig","Unchanged","Fgf10","Promoter (<=1kb)","chr13",118714120,118715778,1659
"4333",4333,"peak8101",3.24122407984032,1742.70581300697,-0.164514971977879,0.339905447228821,-0.484002163893328,0.628384333416871,0.960309272091852,0.0175888778644287,"Not Sig","Unchanged","Paip1","Promoter (<=1kb)","chr13",119428262,119430054,1793
"4335",4335,"peak8103",2.75868972204738,573.706436132216,0.14341580974616,0.279012565926423,0.514012009709912,0.607243594098861,0.956367339906776,0.0193752635270466,"Not Sig","Unchanged","Tmem267","Promoter (<=1kb)","chr13",119487657,119488570,914
"4336",4336,"peak8118",1.4418549955027,27.6601795877494,-0.948481433043687,0.95112352794219,-0.997222132750496,0.318656700140809,0.803089147568854,0.0952362428305571,"Not Sig","Unchanged","Tmem267","Promoter (2-3kb)","chr13",119609081,119609243,163
"4337",4337,"peak8119",1.32376003139376,21.0746335321329,-1.57857976615514,1.0923442246027,-1.44513032668735,0.148421282049592,0.559868514546036,0.251913955336598,"Not Sig","Unchanged","Tmem267","Promoter (2-3kb)","chr13",119609338,119609430,93
"4341",4341,"peak8141",2.03622569275946,108.699036051831,1.19866981283784,0.541843587405615,2.21220632798692,0.0269524118184855,0.186841846864939,0.728525848517161,"Not Sig","Unchanged","Gm21188","Promoter (2-3kb)","chr13",120048397,120049552,1156
"4342",4342,"peak8142",1.03494196010804,10.8378206576725,0.517347661990842,1.29637020208551,0.399074015399743,0.689838667963686,NA,NA,"Not Sig","Unchanged","Gm21188","Promoter (2-3kb)","chr13",120054920,120055093,174
"4343",4343,"peak8154",3.00493697886162,1011.43267306384,-0.269030954824367,0.252083072692978,-1.06723133747275,0.285867384917652,0.767355405006866,0.115003443503869,"Not Sig","Unchanged","Gm2897","Promoter (<=1kb)","chr14",3048895,3050015,1121
"4346",4346,"peak8161",1.2239152324375,16.7461598499855,0.899408733927663,1.09037010799148,0.82486554550218,0.409447929197924,0.865274875755399,0.0628459063383615,"Not Sig","Unchanged","1700110I01Rik","Promoter (1-2kb)","chr14",3260851,3261064,214
"4347",4347,"peak8162",1.29145964743627,19.5640897933512,1.27786950463177,0.996064789368081,1.28291805741118,0.199520785792408,0.653919136904142,0.184475952849413,"Not Sig","Unchanged","1700110I01Rik","Promoter (<=1kb)","chr14",3270314,3270595,282
"4348",4348,"peak8163",1.53120173968211,33.9783072915869,1.13441073144745,0.782787282110027,1.44919412639104,0.147283377372199,0.557609616655313,0.253669744909468,"Not Sig","Unchanged","1700110I01Rik","Promoter (<=1kb)","chr14",3270665,3270989,325
"4349",4349,"peak8169",3.12641365046288,1337.86918398156,-0.478926857290183,0.299864918728431,-1.59714200420996,0.110234056929286,0.471347672251014,0.326658633339185,"Not Sig","Unchanged","Gm10409","Promoter (<=1kb)","chr14",3412184,3413315,1132
"4350",4350,"peak8172",1.25503117872331,17.9900006370007,1.02389798624779,1.02849175324718,0.995533491654272,0.319476863610412,0.804218168446742,0.0946261197844188,"Not Sig","Unchanged","1700110I01Rik","Promoter (<=1kb)","chr14",3512011,3512279,269
"4351",4351,"peak8173",1.47033115610014,29.5346042644176,1.20838351530859,0.838744309173758,1.4407054713718,0.149667908520026,0.562430771063013,0.249930926719931,"Not Sig","Unchanged","1700110I01Rik","Promoter (<=1kb)","chr14",3512397,3512696,300
"4352",4352,"peak8179",3.12496645400948,1333.41843161523,-0.483568126494181,0.298496240632146,-1.62001412637592,0.105229242426041,0.459038011887666,0.338151350041101,"Not Sig","Unchanged","Gm10409","Promoter (<=1kb)","chr14",3651601,3652730,1130
"4353",4353,"peak8182",1.25503117872331,17.9900006370007,1.02389798624779,1.02849175324718,0.995533491654272,0.319476863610412,0.804218168446742,0.0946261197844188,"Not Sig","Unchanged","1700110I01Rik","Promoter (<=1kb)","chr14",3751404,3751672,269
"4354",4354,"peak8183",1.47033115610014,29.5346042644176,1.20838351530859,0.838744309173758,1.4407054713718,0.149667908520026,0.562430771063013,0.249930926719931,"Not Sig","Unchanged","1700110I01Rik","Promoter (<=1kb)","chr14",3751790,3752089,300
"4355",4355,"peak8187",3.21458524183928,1639.02373170182,-0.362936696204515,0.335538205357933,-1.08165535372449,0.27940569844774,0.758358861836175,0.120125233900634,"Not Sig","Unchanged","Gm3002","Promoter (<=1kb)","chr14",3809552,3810816,1265
"4356",4356,"peak8207",3.05188177555181,1126.89065015794,-0.352692463307384,0.344754840828156,-1.02302396236166,0.306296516244079,0.79113021582487,0.101752028057492,"Not Sig","Unchanged","2610042L04Rik","Promoter (<=1kb)","chr14",4334224,4335462,1239
"4357",4357,"peak8224",3.17800724236467,1506.63219081813,-0.29492858391885,0.346548012138188,-0.851046820609799,0.394743344590151,0.858990113522755,0.0660118346172111,"Not Sig","Unchanged","Gm3264","Promoter (<=1kb)","chr14",4855004,4856338,1335
"4358",4358,"peak8241",3.05177712710553,1126.61914509922,-0.209052919096144,0.328386975778808,-0.636605390942654,0.524381912809351,0.925693471249927,0.0335327992610248,"Not Sig","Unchanged","Gm3500","Promoter (<=1kb)","chr14",5388271,5389659,1389
"4359",4359,"peak8246",3.2258502672248,1682.09402139821,-0.280787297472999,0.31719662064347,-0.885215286667903,0.376040529101164,0.84763621432167,0.0717904968124834,"Not Sig","Unchanged","Gm3317","Promoter (<=1kb)","chr14",5501197,5502358,1162
"4360",4360,"peak8255",3.05185747231622,1126.82759081958,-0.208476512435258,0.328403792600573,-0.634817615181508,0.525547373283956,0.926024654840721,0.0333774503388689,"Not Sig","Unchanged","Gm3500","Promoter (<=1kb)","chr14",5740799,5742187,1389
"4361",4361,"peak8276",3.07633901755258,1192.17227455102,-0.427404514788809,0.333104388522913,-1.28309481806605,0.199458859027626,0.653895806218003,0.184491447990073,"Not Sig","Unchanged","Gm3411","Promoter (<=1kb)","chr14",6286767,6287841,1075
"4362",4362,"peak8304",3.19889759914255,1580.87524598408,-0.107912016176084,0.34619498780504,-0.311708776780024,0.755261857166261,0.983687587566013,0.00714280862072924,"Not Sig","Unchanged","Gm10406","Promoter (<=1kb)","chr14",7026732,7028039,1308
"4363",4363,"peak8321",1.40343322041685,25.3182229798948,1.09557177815651,0.883183323826285,1.24048059853539,0.214797685940444,0.680097384377044,0.167428895427017,"Not Sig","Unchanged","4930521O11Rik","Promoter (<=1kb)","chr14",7380910,7381251,342
"4364",4364,"peak8323",1.68654327394866,48.5895944144396,1.28392989268358,0.646309675173058,1.98655527219176,0.0469717019896494,0.273562732444492,0.56294306702543,"Not Sig","Unchanged","4930521O11Rik","Promoter (<=1kb)","chr14",7403907,7404336,430
"4365",4365,"peak8324",0.850299021773975,7.08433389239869,3.652264451245,1.81338966722351,2.01405385574794,0.0440038794767702,NA,NA,NA,NA,"4930521O11Rik","Promoter (<=1kb)","chr14",7411991,7412164,174
"4366",4366,"peak8330",3.10564242617281,1275.38829289465,-0.204537771955986,0.259739929621658,-0.78747142287256,0.43100595080831,0.881463300582868,0.0547957646875619,"Not Sig","Unchanged","Gm3558","Promoter (<=1kb)","chr14",7567740,7568906,1167
"4368",4368,"peak8336",2.78669907652565,611.926239935871,0.631586768951208,0.288314548432477,2.19061706176484,0.0284795154228092,0.194086551539402,0.712004556288986,"Not Sig","Unchanged","Abhd6","Promoter (<=1kb)","chr14",8002609,8003966,1358
"4373",4373,"peak8342",1.28822377344475,19.4188619108741,3.83258662117807,1.14532486489126,3.34628779891367,0.000819013404321727,0.012224057655093,1.91278461040208,"Sig","Up","Fam107a","Promoter (<=1kb)","chr14",8308435,8308978,544
"4374",4374,"peak8343",1.19677801332042,15.73178539378,3.50148545158114,1.223077602563,2.86284814981784,0.00419851724428562,0.0457776919151233,1.33934610798728,"Sig","Up","Fam107a","Promoter (<=1kb)","chr14",8309267,8309591,325
"4375",4375,"peak8344",1.59641506175034,39.4834471039645,0.560323376872334,0.712195342914171,0.78675518233466,0.43142519394117,0.881697924860401,0.0546801813498794,"Not Sig","Unchanged","Fam107a","Promoter (<=1kb)","chr14",8317152,8317735,584
"4388",4388,"peak8391",2.98623191701565,968.795063108897,1.5702981339974,0.271518695031271,5.78338863118267,7.32106623968326e-09,4.54766284355886e-07,6.34221174068827,"Sig","Up","Lrrc3b","Promoter (<=1kb)","chr14",15437100,15439122,2023
"4392",4392,"peak8401",2.50121151586157,317.111152382275,-0.0817917675963727,0.318344762751702,-0.256928265096566,0.797234150429235,0.987609448687168,0.00541476372484732,"Not Sig","Unchanged","Rarb","Promoter (<=1kb)","chr14",16574879,16575991,1113
"4393",4393,"peak8405",2.96817398401386,929.338617343226,0.0912907490282791,0.269001722161329,0.339368641564046,0.734332038758698,0.981783395636241,0.00798431715826714,"Not Sig","Unchanged","Thrb","Promoter (<=1kb)","chr14",17660019,17661578,1560
"4395",4395,"peak8409",3.24100792860238,1741.83867259872,-0.413016948798568,0.257912026174532,-1.60138693384959,0.109291244909864,0.469510293905846,0.328354881486268,"Not Sig","Unchanged","Rpl15","Promoter (<=1kb)","chr14",18269775,18271652,1878
"4396",4396,"peak8410",1.83188635202736,67.9025919060516,-0.421180198209267,0.565846815728846,-0.744336075598059,0.456673181403262,0.897945398963205,0.0467500705152384,"Not Sig","Unchanged","Ube2e1","Promoter (<=1kb)","chr14",18326970,18327269,300
"4397",4397,"peak8411",2.89353119603889,782.584417286938,-0.0397430769501438,0.389338993553482,-0.102078336894567,0.918694495835138,0.99572548294544,0.00186037811732026,"Not Sig","Unchanged","Ube2e1","Promoter (<=1kb)","chr14",18330854,18332207,1354
"4400",4400,"peak8432",2.11180599196579,129.361782738884,-1.43677132268263,0.450786803192432,-3.18725240514484,0.00143631372480987,0.0192731753113094,1.71504672817927,"Sig","Down","Nid2","Promoter (<=1kb)","chr14",19751045,19752003,959
"4406",4406,"peak8439",1.29531861175741,19.7387029687661,-0.585225948853857,1.00631902097969,-0.581551115156421,0.560869078752311,0.941948062445025,0.0259730428710022,"Not Sig","Unchanged","Kcnk5","Promoter (<=1kb)","chr14",20180738,20181031,294
"4407",4407,"peak8440",2.14478719848455,139.568431710188,-0.842235372173335,0.416028863577277,-2.02446379544743,0.0429224534879218,0.257790393727921,0.588733270181553,"Not Sig","Unchanged","Kcnk5","Promoter (<=1kb)","chr14",20181119,20182020,902
"4423",4423,"peak8457",2.104765400118,127.281533800933,-0.088790569407146,0.437487350205817,-0.202955741155428,0.839169625644893,0.992161666657211,0.00341755645811652,"Not Sig","Unchanged","Plau","Promoter (<=1kb)","chr14",20836213,20837114,902
"4433",4433,"peak8471",1.59099517490358,38.9937654369063,0.757338743242048,0.806043691919626,0.939575299495757,0.347435451136887,0.827263567837672,0.0823561013047533,"Not Sig","Unchanged","Lrmda","Promoter (<=1kb)","chr14",22019438,22020027,590
"4434",4434,"peak8476",3.08319531750421,1211.14270455943,-0.114738771026926,0.297445626258388,-0.385747043821896,0.699684018279963,0.973399672888521,0.0117088040373798,"Not Sig","Unchanged","Kcnma1","Promoter (<=1kb)","chr14",24003377,24005157,1781
"4442",4442,"peak8492",2.52286061026688,333.319414486727,-0.789988419190298,0.332975460212415,-2.37251243285718,0.0176675685200337,0.137903255465919,0.860425481364422,"Not Sig","Unchanged","Zcchc24","Promoter (<=1kb)","chr14",25767900,25769235,1336
"4444",4444,"peak8494",1.25724979818089,18.0821387825212,-1.1102537912979,1.00763772025442,-1.10183825891072,0.270531994168011,0.749531463054751,0.125210132069516,"Not Sig","Unchanged",NA,"Promoter (<=1kb)","chr14",25902672,25903071,400
"4445",4445,"peak8495",2.73909498336224,548.396890195025,0.0852139804847992,0.303014543173084,0.281220761196681,0.778541081818454,0.986425830566811,0.00593556381930893,"Not Sig","Unchanged",NA,"Promoter (<=1kb)","chr14",25926814,25927799,986
"4446",4446,"peak8496",2.00372187658182,100.860676457658,0.455390703578468,0.474861466475792,0.958996961699531,0.337560275800206,0.819646511692459,0.0863734050802138,"Not Sig","Unchanged","Duxbl1","Promoter (<=1kb)","chr14",25978687,25979603,917
"4447",4447,"peak8497",1.25724979818089,18.0821387825212,-1.1102537912979,1.00763772025442,-1.10183825891072,0.270531994168011,0.749531463054751,0.125210132069516,"Not Sig","Unchanged",NA,"Promoter (<=1kb)","chr14",26042438,26042837,400
"4448",4448,"peak8498",2.7389288328972,548.187127062181,0.0863579300214778,0.302879593588256,0.285122972460388,0.775549930726713,0.986425830566811,0.00593556381930893,"Not Sig","Unchanged",NA,"Promoter (<=1kb)","chr14",26066567,26067552,986
"4449",4449,"peak8499",1.9732895677552,94.0350084142291,0.428135461692646,0.494187260282575,0.866342571129493,0.386302327221576,0.853106717435116,0.0689966383585616,"Not Sig","Unchanged","Duxbl1","Promoter (<=1kb)","chr14",26118449,26119390,942
"4450",4450,"peak8500",1.25724979818089,18.0821387825212,-1.1102537912979,1.00763772025442,-1.10183825891072,0.270531994168011,0.749531463054751,0.125210132069516,"Not Sig","Unchanged",NA,"Promoter (<=1kb)","chr14",26182052,26182451,400
"4451",4451,"peak8501",2.7389288328972,548.187127062181,0.0863579300214778,0.302879593588256,0.285122972460388,0.775549930726713,0.986425830566811,0.00593556381930893,"Not Sig","Unchanged",NA,"Promoter (<=1kb)","chr14",26206183,26207168,986
"4452",4452,"peak8502",1.97105851035898,93.5531705241758,0.415255325133701,0.495140612779778,0.838661411356278,0.401659338491264,0.861510757486987,0.0647392952466331,"Not Sig","Unchanged","Duxbl1","Promoter (<=1kb)","chr14",26258072,26259003,932
"4458",4458,"peak8509",1.46329163414819,29.0597339670999,-0.173015893886026,0.808280060882227,-0.214054388150045,0.830504644340911,0.991403304561795,0.00374963783094772,"Not Sig","Unchanged","Hesx1","Promoter (<=1kb)","chr14",26994267,26994760,494
"4459",4459,"peak8510",2.90462147762644,802.826090019673,-0.377278210248986,0.269808168483009,-1.39832019308469,0.162016936650012,0.585263428460437,0.23264861293358,"Not Sig","Unchanged","Il17rd","Promoter (<=1kb)","chr14",27038811,27040031,1221
"4465",4465,"peak8518",2.80693335407995,641.111185458434,-0.187934935729806,0.297447304587635,-0.631825983396787,0.527500593023133,0.927218585950383,0.0328178715927857,"Not Sig","Unchanged","Erc2","Promoter (<=1kb)","chr14",27622320,27623337,1018
"4466",4466,"peak8519",1.81034894861747,64.6173210271457,0.644165048628821,0.563297770585999,1.14356044398808,0.252805974105458,0.729813842698803,0.136787903439594,"Not Sig","Unchanged","Erc2","Promoter (<=1kb)","chr14",27623460,27623853,394
"4467",4467,"peak8521",2.88532292651317,767.932285288496,-1.08447898914377,0.264757627819905,-4.09611990435818,4.20132387063669e-05,0.000990621369735555,3.00409230762943,"Sig","Down","Wnt5a","Promoter (<=1kb)","chr14",28504557,28506946,2390
"4468",4468,"peak8522",1.86392512272864,73.1013037717884,-1.80341369977268,0.548804200898091,-3.2860785264061,0.00101592683766863,0.0144903569514235,1.83892091610756,"Sig","Down","Wnt5a","Promoter (<=1kb)","chr14",28509522,28509802,281
"4469",4469,"peak8523",1.92015668252332,83.2063904683288,-1.3722354491819,0.523267109397778,-2.62243780382297,0.00873032011800458,0.0810390346966238,1.09130574075274,"Not Sig","Unchanged","Wnt5a","Promoter (<=1kb)","chr14",28511100,28511642,543
"4482",4482,"peak8544",2.67165277159364,469.51856762703,0.485189245261619,0.313281022573409,1.54873487476545,0.121445466671125,0.499658842110039,0.301326422782071,"Not Sig","Unchanged","Nek4","Promoter (<=1kb)","chr14",30950915,30952041,1127
"4504",4504,"peak8571",2.10592972337867,127.623227487389,-1.02787982907041,0.455928545375494,-2.25447570566977,0.0241662573475222,0.171958420507084,0.764576552669988,"Not Sig","Unchanged","Slc18a3","Promoter (<=1kb)","chr14",32464221,32465412,1192
"4506",4506,"peak8573",2.02360220927849,105.584996357979,0.731584205867891,0.511098974348044,1.43139439244834,0.152317214613705,0.567296934020214,0.246189563591478,"Not Sig","Unchanged","Prrxl1","Promoter (1-2kb)","chr14",32597389,32598286,898
"4507",4507,"peak8574",1.63114393123187,42.7704609922312,-0.542727388054296,0.684043733260535,-0.793410364959202,0.427538773836058,0.880427159035199,0.0553065689842109,"Not Sig","Unchanged","Prrxl1","Promoter (<=1kb)","chr14",32599364,32599819,456
"4508",4508,"peak8576",1.37103680074283,23.4983192974888,2.34399015300964,0.975061241652815,2.4039414683701,0.0162193699777814,0.129435596727572,0.887946269754092,"Not Sig","Unchanged","Fam170b","Promoter (1-2kb)","chr14",32835452,32836065,614
"4509",4509,"peak8577",2.11074168931328,129.045150754638,0.435723031437527,0.444914879282001,0.979340210290769,0.327411908671355,0.810894932250698,0.0910354137293921,"Not Sig","Unchanged","Vstm4","Promoter (<=1kb)","chr14",32856573,32857419,847
"4510",4510,"peak8580",1.60155169798124,39.9532118381876,0.558461604498748,0.69741111036921,0.800763848174283,0.423268371674588,0.876547608645287,0.057224490739122,"Not Sig","Unchanged","Arhgap22","Promoter (<=1kb)","chr14",33250415,33251036,622
"4511",4511,"peak8581",2.42266584856034,264.646313423867,-0.566270967049403,0.351681514115362,-1.61018121317474,0.107358301503522,0.46481553249687,0.332719367784311,"Not Sig","Unchanged","Arhgap22","Promoter (<=1kb)","chr14",33319439,33320435,997
"4512",4512,"peak8582",1.81534825557341,65.3654500305702,-0.0152032983800117,0.560461553253461,-0.0271263894762399,0.978358926743979,0.998203581708456,0.000780876151495825,"Not Sig","Unchanged","Arhgap22","Promoter (<=1kb)","chr14",33350945,33351678,734
"4514",4514,"peak8584",2.49681677904916,313.91840497622,-0.873956761718677,0.324195619299043,-2.69576980592241,0.007022617906913,0.0684173229415918,1.1648339230542,"Not Sig","Unchanged","Gdf10","Promoter (<=1kb)","chr14",33923069,33924418,1350
"4515",4515,"peak8585",1.94808192385415,88.7323377957131,-0.552607517725669,0.492882856342696,-1.12117415043839,0.262213740584521,0.740893955136146,0.1302439485591,"Not Sig","Unchanged","Zfp488","Promoter (<=1kb)","chr14",33978334,33979065,732
"4517",4517,"peak8588",1.14293810586035,13.8975455411177,0.455692242922553,1.13443508600731,0.401690893153156,0.687911527531432,NA,NA,"Not Sig","Unchanged","Syt15","Promoter (<=1kb)","chr14",34219849,34220188,340
"4521",4521,"peak8600",2.85754799950971,720.35736286359,-0.850860985558739,0.311508993047729,-2.73141708441262,0.00630626070703288,0.0631183207745138,1.19984456379204,"Not Sig","Unchanged","Grid1","Promoter (<=1kb)","chr14",34819169,34820976,1808
"4522",4522,"peak8601",1.36825051201927,23.3480444806788,-0.0638204251028343,0.892838718914997,-0.07148035109901,0.943015462102712,0.996775620336407,0.00140259275839149,"Not Sig","Unchanged","Mir346","Promoter (1-2kb)","chr14",34896212,34896662,451
"4526",4526,"peak8610",1.865816911486,73.4204279352352,-0.0839007414388064,0.534348525660202,-0.15701501437689,0.875233015114299,0.992721182671607,0.00317271105164155,"Not Sig","Unchanged","Cdhr1","Promoter (<=1kb)","chr14",37097799,37098599,801
"4530",4530,"peak8623",2.5060882980764,320.692126968862,0.389211404037405,0.32172005476224,1.20978284777753,0.226362229553348,0.696287135961437,0.157211628424263,"Not Sig","Unchanged","Prxl2a","Promoter (<=1kb)","chr14",41013205,41014214,1010
"4533",4533,"peak8698",1.06565819561226,11.6321018345643,0.563892952295068,1.308699213084,0.430880485490805,0.666555273409865,NA,NA,"Not Sig","Unchanged","BC061237","Promoter (2-3kb)","chr14",44503073,44503287,215
"4534",4534,"peak8700",2.2368902236341,172.540170807016,-1.13004116199904,0.394361370111852,-2.86549659181508,0.0041635575471254,0.0455216900752115,1.34178162234425,"Sig","Down","4930431P03Rik","Promoter (<=1kb)","chr14",44988668,44989719,1052
"4540",4540,"peak8708",2.8327430224102,680.366657925819,0.0074152318742511,0.301108784889537,0.0246264215671137,0.980352944324837,0.998258908109766,0.000756805625832173,"Not Sig","Unchanged","Gnpnat1","Promoter (<=1kb)","chr14",45388247,45389425,1179
"4544",4544,"peak8718",2.40428702697136,253.68046610017,-1.51652708676374,0.353868192988855,-4.28557049435494,1.82270837331289e-05,0.00047496226625944,3.32334089186198,"Sig","Down","Bmp4","Promoter (<=1kb)","chr14",46387214,46388196,983
"4546",4546,"peak8721",2.86380366773834,730.808630866281,0.144581419461974,0.31114830835683,0.464670433933923,0.642167484393658,0.964158780986422,0.0158514390973494,"Not Sig","Unchanged","Cnih1","Promoter (<=1kb)","chr14",46787350,46788462,1113
"4551",4551,"peak8729",2.77273635298264,592.565486820192,-0.104658292427792,0.277567731981306,-0.377054968460243,0.706132755463407,0.975240835839757,0.0108881219830248,"Not Sig","Unchanged","Gch1","Promoter (<=1kb)","chr14",47188669,47189796,1128
"4554",4554,"peak8732",1.61565445924507,41.2718996821169,0.894654729225861,0.706358146200261,1.26657381108792,0.20530772162124,0.665369296429768,0.176937243591603,"Not Sig","Unchanged","Lgals3","Promoter (<=1kb)","chr14",47373666,47374352,687
"4556",4556,"peak8734",3.0097351662299,1022.66917609114,0.108327535433043,0.369627698857138,0.293072017513795,0.769467104936252,0.98574934584508,0.00623350245759605,"Not Sig","Unchanged","Fbxo34","Promoter (<=1kb)","chr14",47472447,47473461,1015
"4558",4558,"peak8737",3.15973551186464,1444.5597566145,-0.0842480794185025,0.301205795807959,-0.279702716850166,0.779705593751546,0.986466196787127,0.00591779211513246,"Not Sig","Unchanged","Ktn1","Promoter (<=1kb)","chr14",47648793,47650282,1490
"4566",4566,"peak8749",2.58309705830041,382.910308463834,-0.000483363454379884,0.312071199499114,-0.00154888837917661,0.998764166369987,0.999602265653022,0.000172768192355926,"Not Sig","Unchanged","Slc35f4","Promoter (<=1kb)","chr14",49525104,49526112,1009
"4580",4580,"peak8783",2.78080212168945,603.673513947413,0.493653898756923,0.288296284631598,1.71231446630588,0.0868387321452631,0.408076954275784,0.389257930866197,"Not Sig","Unchanged","Ndrg2","Promoter (<=1kb)","chr14",51912794,51914197,1404
"4584",4584,"peak8788",1.097420640554,12.5147056857012,-1.42175642887669,1.22134924633118,-1.16408671241868,0.244388872924404,NA,NA,NA,NA,"Snord58b","Promoter (<=1kb)","chr14",52069312,52069480,169
"4593",4593,"peak8797",2.96377533136697,919.973529171124,0.409789609597949,0.281674051396993,1.45483621073916,0.145714610851323,0.554126797425985,0.256390846965479,"Not Sig","Unchanged","Sall2","Promoter (<=1kb)","chr14",52315339,52316749,1411
"4594",4594,"peak8798",2.06518032170005,116.193095446988,-0.927086503627707,0.448729733063884,-2.06602423534016,0.0388261912677501,0.239552364224855,0.620599538582743,"Not Sig","Unchanged","Sall2","Promoter (<=1kb)","chr14",52327674,52328553,880
"4599",4599,"peak8822",2.60238977425944,400.303856657447,-2.13583788913807,0.324352530751775,-6.58492746823244,4.55107509362438e-11,4.15363204189231e-09,8.38157197897418,"Sig","Down","Mmp14","Promoter (<=1kb)","chr14",54431557,54432916,1360
"4601",4601,"peak8824",2.60324813311868,401.095817313969,1.60562864032641,0.308962156769934,5.19684564968268,2.02698527440538e-07,8.75208832366213e-06,5.05788830820837,"Sig","Up","Rem2","Promoter (<=1kb)","chr14",54476013,54477099,1087
"4602",4602,"peak8825",1.24752726946926,17.6818323895779,-2.39588996123216,1.14082463523566,-2.10013869549481,0.035716642249068,0.227080340926664,0.643820462418891,"Not Sig","Unchanged","Rem2","Promoter (1-2kb)","chr14",54479411,54479680,270
"4605",4605,"peak8832",2.64799976155117,444.631023344944,-1.24990227793388,0.31485503472594,-3.96977065658752,7.19418448742715e-05,0.00157457997369254,2.80283527643657,"Sig","Down","Ajuba","Promoter (<=1kb)","chr14",54576254,54578121,1868
"4620",4620,"peak8847",2.61661363946578,413.631532893247,-0.606548681480739,0.312738152597979,-1.93947772742794,0.0524431940062189,0.294809197350993,0.53045897163905,"Not Sig","Unchanged","Efs","Promoter (<=1kb)","chr14",54925258,54927124,1867
"4629",4629,"peak8858",3.31060970700671,2044.60635820908,1.00805230358795,0.26534344135369,3.79904737213485,0.00014525332931394,0.00289666551358587,2.53810165115134,"Sig","Up","Jph4","Promoter (<=1kb)","chr14",55114661,55116690,2030
